plan_code,Plan_Name,NAV_Value,NAV_Date,,0
DP,Dividend,11.36,26/09/2012,,
DP,Dividend,11.35,27/09/2012,,
DP,Dividend,11.47,28/09/2012,,
DP,Dividend,11.5,01/10/2012,,
DP,Dividend,11.53,03/10/2012,,
DP,Dividend,11.65,04/10/2012,,
DP,Dividend,11.55,05/10/2012,,
DP,Dividend,11.41,08/10/2012,,
DP,Dividend,11.48,09/10/2012,,
DP,Dividend,11.39,10/10/2012,,
DP,Dividend,11.47,11/10/2012,,
DP,Dividend,11.44,12/10/2012,,
DP,Dividend,11.43,15/10/2012,,
DP,Dividend,11.37,16/10/2012,,
DP,Dividend,11.39,17/10/2012,,
DP,Dividend,11.5,18/10/2012,,
DP,Dividend,11.44,19/10/2012,,
DP,Dividend,11.5,22/10/2012,,
DP,Dividend,11.48,23/10/2012,,
DP,Dividend,11.48,25/10/2012,,
DP,Dividend,11.39,26/10/2012,,
DP,Dividend,11.37,29/10/2012,,
DP,Dividend,11.25,30/10/2012,,
DP,Dividend,11.35,31/10/2012,,
DP,Dividend,11.4,01/11/2012,,
DP,Dividend,11.5,02/11/2012,,
DP,Dividend,11.53,05/11/2012,,
DP,Dividend,11.58,06/11/2012,,
DP,Dividend,11.66,07/11/2012,,
DP,Dividend,11.62,08/11/2012,,
DP,Dividend,11.51,09/11/2012,,
DP,Dividend,11.51,12/11/2012,,
DP,Dividend,11.43,15/11/2012,,
DP,Dividend,11.3,16/11/2012,,
DP,Dividend,11.28,19/11/2012,,
DP,Dividend,11.29,20/11/2012,,
DP,Dividend,11.39,21/11/2012,,
DP,Dividend,11.41,22/11/2012,,
DP,Dividend,11.45,23/11/2012,,
DP,Dividend,11.51,26/11/2012,,
DP,Dividend,11.66,27/11/2012,,
DP,Dividend,11.86,29/11/2012,,
DP,Dividend,11.92,30/11/2012,,
DP,Dividend,11.95,03/12/2012,,
DP,Dividend,12,04/12/2012,,
DP,Dividend,12.03,05/12/2012,,
DP,Dividend,12.11,06/12/2012,,
DP,Dividend,12.07,07/12/2012,,
DP,Dividend,12.07,10/12/2012,,
DP,Dividend,12.04,11/12/2012,,
DP,Dividend,12.03,12/12/2012,,
DP,Dividend,11.94,13/12/2012,,
DP,Dividend,12.02,14/12/2012,,
DP,Dividend,12,17/12/2012,,
DP,Dividend,12.05,18/12/2012,,
DP,Dividend,12.09,19/12/2012,,
DP,Dividend,12.08,20/12/2012,,
DP,Dividend,11.99,21/12/2012,,
DP,Dividend,12.02,24/12/2012,,
DP,Dividend,12.09,26/12/2012,,
DP,Dividend,12.04,27/12/2012,,
DP,Dividend,12.1,28/12/2012,,
DP,Dividend,12.08,31/12/2012,,
DP,Dividend,12.18,01/01/2013,,
DP,Dividend,12.28,02/01/2013,,
DP,Dividend,12.32,03/01/2013,,
DP,Dividend,12.35,04/01/2013,,
DP,Dividend,12.28,07/01/2013,,
DP,Dividend,12.34,08/01/2013,,
DP,Dividend,12.28,09/01/2013,,
DP,Dividend,12.29,10/01/2013,,
DP,Dividend,12.25,11/01/2013,,
DP,Dividend,12.37,14/01/2013,,
DP,Dividend,12.41,15/01/2013,,
DP,Dividend,12.28,16/01/2013,,
DP,Dividend,12.33,17/01/2013,,
DP,Dividend,12.39,18/01/2013,,
DP,Dividend,12.38,21/01/2013,,
DP,Dividend,12.33,22/01/2013,,
DP,Dividend,12.32,23/01/2013,,
DP,Dividend,12.25,24/01/2013,,
DP,Dividend,12.38,25/01/2013,,
DP,Dividend,12.38,28/01/2013,,
DP,Dividend,12.33,29/01/2013,,
DP,Dividend,12.35,30/01/2013,,
DP,Dividend,12.32,31/01/2013,,
DP,Dividend,12.27,01/02/2013,,
DP,Dividend,12.29,04/02/2013,,
DP,Dividend,11.02,05/02/2013,,
DP,Dividend,11.04,06/02/2013,,
DP,Dividend,11.01,07/02/2013,,
DP,Dividend,10.98,08/02/2013,,
DP,Dividend,10.94,11/02/2013,,
DP,Dividend,10.98,12/02/2013,,
DP,Dividend,11.02,13/02/2013,,
DP,Dividend,11,14/02/2013,,
DP,Dividend,11.01,15/02/2013,,
DP,Dividend,11.02,18/02/2013,,
DP,Dividend,11.06,19/02/2013,,
DP,Dividend,11.08,20/02/2013,,
DP,Dividend,10.98,21/02/2013,,
DP,Dividend,10.96,22/02/2013,,
DP,Dividend,10.97,25/02/2013,,
DP,Dividend,10.86,26/02/2013,,
DP,Dividend,10.9,27/02/2013,,
DP,Dividend,10.77,28/02/2013,,
DP,Dividend,10.83,01/03/2013,,
DP,Dividend,10.81,04/03/2013,,
DP,Dividend,10.92,05/03/2013,,
DP,Dividend,10.97,06/03/2013,,
DP,Dividend,11.04,07/03/2013,,
DP,Dividend,11.17,08/03/2013,,
DP,Dividend,11.18,11/03/2013,,
DP,Dividend,11.14,12/03/2013,,
DP,Dividend,11.04,13/03/2013,,
DP,Dividend,11.14,14/03/2013,,
DP,Dividend,11.09,15/03/2013,,
DP,Dividend,11.05,18/03/2013,,
DP,Dividend,10.95,19/03/2013,,
DP,Dividend,10.84,20/03/2013,,
DP,Dividend,10.81,21/03/2013,,
DP,Dividend,10.76,22/03/2013,,
DP,Dividend,10.77,25/03/2013,,
DP,Dividend,10.84,26/03/2013,,
DP,Dividend,10.93,28/03/2013,,
DP,Dividend,10.95,01/04/2013,,
DP,Dividend,11.05,02/04/2013,,
DP,Dividend,10.97,03/04/2013,,
DP,Dividend,10.81,04/04/2013,,
DP,Dividend,10.78,05/04/2013,,
DP,Dividend,10.78,08/04/2013,,
DP,Dividend,10.72,09/04/2013,,
DP,Dividend,10.82,10/04/2013,,
DP,Dividend,10.9,11/04/2013,,
DP,Dividend,10.8,12/04/2013,,
DP,Dividend,10.84,15/04/2013,,
DP,Dividend,11.07,16/04/2013,,
DP,Dividend,11.08,17/04/2013,,
DP,Dividend,11.24,18/04/2013,,
DP,Dividend,11.37,22/04/2013,,
DP,Dividend,11.34,23/04/2013,,
DP,Dividend,11.48,25/04/2013,,
DP,Dividend,11.4,26/04/2013,,
DP,Dividend,11.43,29/04/2013,,
DP,Dividend,11.48,30/04/2013,,
DP,Dividend,11.6,02/05/2013,,
DP,Dividend,11.51,03/05/2013,,
DP,Dividend,11.54,06/05/2013,,
DP,Dividend,11.63,07/05/2013,,
DP,Dividend,11.71,08/05/2013,,
DP,Dividend,11.68,09/05/2013,,
DP,Dividend,11.75,10/05/2013,,
DP,Dividend,11.56,13/05/2013,,
DP,Dividend,11.59,14/05/2013,,
DP,Dividend,11.81,15/05/2013,,
DP,Dividend,11.81,16/05/2013,,
DP,Dividend,11.81,17/05/2013,,
DP,Dividend,11.76,20/05/2013,,
DP,Dividend,11.69,21/05/2013,,
DP,Dividend,11.69,22/05/2013,,
DP,Dividend,11.51,23/05/2013,,
DP,Dividend,11.52,24/05/2013,,
DP,Dividend,11.67,27/05/2013,,
DP,Dividend,11.76,28/05/2013,,
DP,Dividend,11.78,29/05/2013,,
DP,Dividend,11.83,30/05/2013,,
DP,Dividend,11.62,31/05/2013,,
DP,Dividend,11.54,03/06/2013,,
DP,Dividend,11.49,04/06/2013,,
DP,Dividend,11.5,05/06/2013,,
DP,Dividend,11.51,06/06/2013,,
DP,Dividend,11.46,07/06/2013,,
DP,Dividend,11.45,10/06/2013,,
DP,Dividend,11.3,11/06/2013,,
DP,Dividend,11.26,12/06/2013,,
DP,Dividend,11.16,13/06/2013,,
DP,Dividend,11.34,14/06/2013,,
DP,Dividend,11.39,17/06/2013,,
DP,Dividend,11.34,18/06/2013,,
DP,Dividend,11.36,19/06/2013,,
DP,Dividend,11.1,20/06/2013,,
DP,Dividend,11.13,21/06/2013,,
DP,Dividend,10.97,24/06/2013,,
DP,Dividend,10.98,25/06/2013,,
DP,Dividend,10.95,26/06/2013,,
DP,Dividend,11.1,27/06/2013,,
DP,Dividend,11.35,28/06/2013,,
DP,Dividend,11.45,01/07/2013,,
DP,Dividend,11.4,02/07/2013,,
DP,Dividend,11.25,03/07/2013,,
DP,Dividend,11.38,04/07/2013,,
DP,Dividend,11.44,05/07/2013,,
DP,Dividend,11.33,08/07/2013,,
DP,Dividend,11.4,09/07/2013,,
DP,Dividend,11.34,10/07/2013,,
DP,Dividend,11.51,11/07/2013,,
DP,Dividend,11.63,12/07/2013,,
DP,Dividend,11.66,15/07/2013,,
DP,Dividend,11.54,16/07/2013,,
DP,Dividend,11.54,17/07/2013,,
DP,Dividend,11.62,18/07/2013,,
DP,Dividend,11.59,19/07/2013,,
DP,Dividend,11.58,22/07/2013,,
DP,Dividend,11.65,23/07/2013,,
DP,Dividend,11.53,24/07/2013,,
DP,Dividend,11.44,25/07/2013,,
DP,Dividend,11.43,26/07/2013,,
DP,Dividend,11.32,29/07/2013,,
DP,Dividend,11.18,30/07/2013,,
DP,Dividend,11.14,31/07/2013,,
DP,Dividend,11.12,01/08/2013,,
DP,Dividend,11.06,02/08/2013,,
DP,Dividend,11.1,05/08/2013,,
DP,Dividend,10.84,06/08/2013,,
DP,Dividend,10.83,07/08/2013,,
DP,Dividend,10.92,08/08/2013,,
DP,Dividend,10.97,12/08/2013,,
DP,Dividend,11.13,13/08/2013,,
DP,Dividend,11.19,14/08/2013,,
DP,Dividend,10.83,16/08/2013,,
DP,Dividend,10.67,19/08/2013,,
DP,Dividend,10.65,20/08/2013,,
DP,Dividend,10.46,21/08/2013,,
DP,Dividend,10.6,22/08/2013,,
DP,Dividend,10.7,23/08/2013,,
DP,Dividend,10.73,26/08/2013,,
DP,Dividend,10.41,27/08/2013,,
DP,Dividend,10.38,28/08/2013,,
DP,Dividend,10.57,29/08/2013,,
DP,Dividend,10.67,30/08/2013,,
DP,Dividend,10.79,02/09/2013,,
DP,Dividend,10.49,03/09/2013,,
DP,Dividend,10.66,04/09/2013,,
DP,Dividend,10.9,05/09/2013,,
DP,Dividend,11.03,06/09/2013,,
DP,Dividend,11.35,10/09/2013,,
DP,Dividend,11.36,11/09/2013,,
DP,Dividend,11.27,12/09/2013,,
DP,Dividend,11.25,13/09/2013,,
DP,Dividend,11.26,16/09/2013,,
DP,Dividend,11.28,17/09/2013,,
DP,Dividend,11.36,18/09/2013,,
DP,Dividend,11.69,19/09/2013,,
DP,Dividend,11.54,20/09/2013,,
DP,Dividend,11.37,23/09/2013,,
DP,Dividend,11.38,24/09/2013,,
DP,Dividend,11.38,25/09/2013,,
DP,Dividend,11.41,26/09/2013,,
DP,Dividend,11.36,27/09/2013,,
DP,Dividend,11.22,30/09/2013,,
DP,Dividend,11.3,01/10/2013,,
DP,Dividend,11.48,03/10/2013,,
DP,Dividend,11.49,04/10/2013,,
DP,Dividend,11.49,07/10/2013,,
DP,Dividend,11.52,08/10/2013,,
DP,Dividend,11.65,09/10/2013,,
DP,Dividend,11.68,10/10/2013,,
DP,Dividend,11.8,11/10/2013,,
DP,Dividend,11.83,14/10/2013,,
DP,Dividend,11.79,15/10/2013,,
DP,Dividend,11.71,17/10/2013,,
DP,Dividend,11.91,18/10/2013,,
DP,Dividend,11.93,21/10/2013,,
DP,Dividend,11.91,22/10/2013,,
DP,Dividend,11.88,23/10/2013,,
DP,Dividend,11.89,24/10/2013,,
DP,Dividend,11.87,25/10/2013,,
DP,Dividend,11.8,28/10/2013,,
DP,Dividend,12.03,29/10/2013,,
DP,Dividend,12.09,30/10/2013,,
DP,Dividend,12.18,31/10/2013,,
DP,Dividend,12.21,01/11/2013,,
DP,Dividend,12.13,05/11/2013,,
DP,Dividend,12.09,06/11/2013,,
DP,Dividend,12.03,07/11/2013,,
DP,Dividend,11.95,08/11/2013,,
DP,Dividend,11.89,11/11/2013,,
DP,Dividend,11.79,12/11/2013,,
DP,Dividend,11.72,13/11/2013,,
DP,Dividend,11.82,14/11/2013,,
DP,Dividend,12.03,18/11/2013,,
DP,Dividend,12.06,19/11/2013,,
DP,Dividend,11.94,20/11/2013,,
DP,Dividend,11.73,21/11/2013,,
DP,Dividend,11.73,22/11/2013,,
DP,Dividend,11.92,25/11/2013,,
DP,Dividend,11.83,26/11/2013,,
DP,Dividend,11.82,27/11/2013,,
DP,Dividend,11.87,28/11/2013,,
DP,Dividend,12.02,29/11/2013,,
DP,Dividend,12.1,02/12/2013,,
DP,Dividend,12.08,03/12/2013,,
DP,Dividend,12,04/12/2013,,
DP,Dividend,12.12,05/12/2013,,
DP,Dividend,12.15,06/12/2013,,
DP,Dividend,12.32,09/12/2013,,
DP,Dividend,12.23,10/12/2013,,
DP,Dividend,12.2,11/12/2013,,
DP,Dividend,12.1,12/12/2013,,
DP,Dividend,12,13/12/2013,,
DP,Dividend,11.99,16/12/2013,,
DP,Dividend,11.99,17/12/2013,,
DP,Dividend,12.11,18/12/2013,,
DP,Dividend,12.08,19/12/2013,,
DP,Dividend,12.26,20/12/2013,,
DP,Dividend,12.25,23/12/2013,,
DP,Dividend,12.25,24/12/2013,,
DP,Dividend,12.27,26/12/2013,,
DP,Dividend,12.36,27/12/2013,,
DP,Dividend,12.33,30/12/2013,,
DP,Dividend,12.37,31/12/2013,,
DP,Dividend,12.38,01/01/2014,,
DP,Dividend,12.22,02/01/2014,,
DP,Dividend,12.22,03/01/2014,,
DP,Dividend,12.21,06/01/2014,,
DP,Dividend,12.17,07/01/2014,,
DP,Dividend,12.15,08/01/2014,,
DP,Dividend,12.13,09/01/2014,,
DP,Dividend,12.15,10/01/2014,,
DP,Dividend,12.32,13/01/2014,,
DP,Dividend,12.25,14/01/2014,,
DP,Dividend,12.34,15/01/2014,,
DP,Dividend,12.28,16/01/2014,,
DP,Dividend,12.13,17/01/2014,,
DP,Dividend,12.23,20/01/2014,,
DP,Dividend,12.23,21/01/2014,,
DP,Dividend,12.29,22/01/2014,,
DP,Dividend,12.3,23/01/2014,,
DP,Dividend,12.16,24/01/2014,,
DP,Dividend,11.92,27/01/2014,,
DP,Dividend,11.88,28/01/2014,,
DP,Dividend,11.9,29/01/2014,,
DP,Dividend,11.8,30/01/2014,,
DP,Dividend,11.87,31/01/2014,,
DP,Dividend,11.75,03/02/2014,,
DP,Dividend,11.74,04/02/2014,,
DP,Dividend,11.76,05/02/2014,,
DP,Dividend,11.75,06/02/2014,,
DP,Dividend,11.8,07/02/2014,,
DP,Dividend,11.77,10/02/2014,,
DP,Dividend,11.79,11/02/2014,,
DP,Dividend,11.82,12/02/2014,,
DP,Dividend,11.69,13/02/2014,,
DP,Dividend,11.76,14/02/2014,,
DP,Dividend,11.78,17/02/2014,,
DP,Dividend,11.87,18/02/2014,,
DP,Dividend,11.92,19/02/2014,,
DP,Dividend,11.82,20/02/2014,,
DP,Dividend,11.93,21/02/2014,,
DP,Dividend,11.94,24/02/2014,,
DP,Dividend,11.97,25/02/2014,,
DP,Dividend,12.04,26/02/2014,,
DP,Dividend,12.1,28/02/2014,,
DP,Dividend,12.05,03/03/2014,,
DP,Dividend,12.16,04/03/2014,,
DP,Dividend,12.26,05/03/2014,,
DP,Dividend,12.36,06/03/2014,,
DP,Dividend,12.58,07/03/2014,,
DP,Dividend,12.64,10/03/2014,,
DP,Dividend,12.6,11/03/2014,,
DP,Dividend,12.6,12/03/2014,,
DP,Dividend,12.54,13/03/2014,,
DP,Dividend,12.53,14/03/2014,,
DP,Dividend,12.6,18/03/2014,,
DP,Dividend,11.57,19/03/2014,,
DP,Dividend,11.52,20/03/2014,,
DP,Dividend,11.56,21/03/2014,,
DP,Dividend,11.71,24/03/2014,,
DP,Dividend,11.74,25/03/2014,,
DP,Dividend,11.77,26/03/2014,,
DP,Dividend,11.86,27/03/2014,,
DP,Dividend,11.99,28/03/2014,,
DP,Dividend,12.05,31/03/2014,,
DP,Dividend,12.03,01/04/2014,,
DP,Dividend,12.14,02/04/2014,,
DP,Dividend,12.08,03/04/2014,,
DP,Dividend,12.03,04/04/2014,,
DP,Dividend,12.01,07/04/2014,,
DP,Dividend,12.18,09/04/2014,,
DP,Dividend,12.22,10/04/2014,,
DP,Dividend,12.19,11/04/2014,,
DP,Dividend,12.11,15/04/2014,,
DP,Dividend,12.02,16/04/2014,,
DP,Dividend,12.17,17/04/2014,,
DP,Dividend,12.26,21/04/2014,,
DP,Dividend,12.25,22/04/2014,,
DP,Dividend,12.32,23/04/2014,,
DP,Dividend,12.22,25/04/2014,,
DP,Dividend,12.23,28/04/2014,,
DP,Dividend,12.13,29/04/2014,,
DP,Dividend,12.08,30/04/2014,,
DP,Dividend,12.08,02/05/2014,,
DP,Dividend,12.07,05/05/2014,,
DP,Dividend,12.1,06/05/2014,,
DP,Dividend,12.04,07/05/2014,,
DP,Dividend,12.07,08/05/2014,,
DP,Dividend,12.41,09/05/2014,,
DP,Dividend,12.7,12/05/2014,,
DP,Dividend,12.84,13/05/2014,,
DP,Dividend,12.9,14/05/2014,,
DP,Dividend,12.88,15/05/2014,,
DP,Dividend,13.13,16/05/2014,,
DP,Dividend,13.41,19/05/2014,,
DP,Dividend,13.4,20/05/2014,,
DP,Dividend,13.39,21/05/2014,,
DP,Dividend,13.49,22/05/2014,,
DP,Dividend,13.73,23/05/2014,,
DP,Dividend,13.62,26/05/2014,,
DP,Dividend,13.52,27/05/2014,,
DP,Dividend,13.52,28/05/2014,,
DP,Dividend,13.36,29/05/2014,,
DP,Dividend,13.32,30/05/2014,,
DP,Dividend,13.66,02/06/2014,,
DP,Dividend,13.71,03/06/2014,,
DP,Dividend,13.75,04/06/2014,,
DP,Dividend,13.89,05/06/2014,,
DP,Dividend,14.11,06/06/2014,,
DP,Dividend,14.19,09/06/2014,,
DP,Dividend,14.15,10/06/2014,,
DP,Dividend,14.15,11/06/2014,,
DP,Dividend,14.17,12/06/2014,,
DP,Dividend,13.88,13/06/2014,,
DP,Dividend,13.87,16/06/2014,,
DP,Dividend,14.1,17/06/2014,,
DP,Dividend,14.01,18/06/2014,,
DP,Dividend,13.93,19/06/2014,,
DP,Dividend,13.88,20/06/2014,,
DP,Dividend,13.89,23/06/2014,,
DP,Dividend,14.08,24/06/2014,,
DP,Dividend,14.04,25/06/2014,,
DP,Dividend,13.95,26/06/2014,,
DP,Dividend,14.01,27/06/2014,,
DP,Dividend,14.23,30/06/2014,,
DP,Dividend,14.31,01/07/2014,,
DP,Dividend,14.42,02/07/2014,,
DP,Dividend,14.39,03/07/2014,,
DP,Dividend,14.46,04/07/2014,,
DP,Dividend,14.47,07/07/2014,,
DP,Dividend,14.06,08/07/2014,,
DP,Dividend,13.97,09/07/2014,,
DP,Dividend,13.96,10/07/2014,,
DP,Dividend,13.69,11/07/2014,,
DP,Dividend,13.65,14/07/2014,,
DP,Dividend,13.9,15/07/2014,,
DP,Dividend,14.12,16/07/2014,,
DP,Dividend,14.18,17/07/2014,,
DP,Dividend,14.15,18/07/2014,,
DP,Dividend,14.11,21/07/2014,,
DP,Dividend,14.16,22/07/2014,,
DP,Dividend,14.22,23/07/2014,,
DP,Dividend,14.28,24/07/2014,,
DP,Dividend,14.11,25/07/2014,,
DP,Dividend,14.03,28/07/2014,,
DP,Dividend,14.09,30/07/2014,,
DP,Dividend,14.02,31/07/2014,,
DP,Dividend,13.9,01/08/2014,,
DP,Dividend,14.05,04/08/2014,,
DP,Dividend,14.11,05/08/2014,,
DP,Dividend,14,06/08/2014,,
DP,Dividend,13.95,07/08/2014,,
DP,Dividend,13.75,08/08/2014,,
DP,Dividend,13.83,11/08/2014,,
DP,Dividend,13.95,12/08/2014,,
DP,Dividend,13.84,13/08/2014,,
DP,Dividend,13.96,14/08/2014,,
DP,Dividend,14.2,18/08/2014,,
DP,Dividend,14.31,19/08/2014,,
DP,Dividend,14.32,20/08/2014,,
DP,Dividend,14.44,21/08/2014,,
DP,Dividend,14.52,22/08/2014,,
DP,Dividend,14.45,25/08/2014,,
DP,Dividend,14.44,26/08/2014,,
DP,Dividend,14.52,27/08/2014,,
DP,Dividend,14.52,28/08/2014,,
DP,Dividend,14.72,01/09/2014,,
DP,Dividend,14.8,02/09/2014,,
DP,Dividend,14.88,03/09/2014,,
DP,Dividend,14.8,04/09/2014,,
DP,Dividend,14.84,05/09/2014,,
DP,Dividend,15.01,08/09/2014,,
DP,Dividend,14.98,09/09/2014,,
DP,Dividend,14.95,10/09/2014,,
DP,Dividend,15.03,11/09/2014,,
DP,Dividend,15.14,12/09/2014,,
DP,Dividend,15.12,15/09/2014,,
DP,Dividend,14.81,16/09/2014,,
DP,Dividend,14.88,17/09/2014,,
DP,Dividend,15.14,18/09/2014,,
DP,Dividend,15.19,19/09/2014,,
DP,Dividend,15.18,22/09/2014,,
DP,Dividend,14.92,23/09/2014,,
DP,Dividend,14.83,24/09/2014,,
DP,Dividend,14.61,25/09/2014,,
DP,Dividend,14.73,26/09/2014,,
DP,Dividend,14.78,29/09/2014,,
DP,Dividend,14.78,30/09/2014,,
DP,Dividend,14.71,01/10/2014,,
DP,Dividend,14.53,07/10/2014,,
DP,Dividend,14.5,08/10/2014,,
DP,Dividend,14.78,09/10/2014,,
DP,Dividend,14.59,10/10/2014,,
DP,Dividend,14.66,13/10/2014,,
DP,Dividend,14.64,14/10/2014,,
DP,Dividend,14.45,16/10/2014,,
DP,Dividend,14.54,17/10/2014,,
DP,Dividend,14.7,20/10/2014,,
DP,Dividend,14.82,21/10/2014,,
DP,Dividend,14.96,22/10/2014,,
DP,Dividend,14.93,27/10/2014,,
DP,Dividend,15.01,28/10/2014,,
DP,Dividend,15.11,29/10/2014,,
DP,Dividend,15.19,30/10/2014,,
DP,Dividend,15.46,31/10/2014,,
DP,Dividend,15.5,03/11/2014,,
DP,Dividend,15.59,05/11/2014,,
DP,Dividend,15.65,07/11/2014,,
DP,Dividend,15.65,10/11/2014,,
DP,Dividend,15.69,11/11/2014,,
DP,Dividend,15.72,12/11/2014,,
DP,Dividend,15.7,13/11/2014,,
DP,Dividend,15.8,14/11/2014,,
DP,Dividend,15.93,17/11/2014,,
DP,Dividend,15.96,18/11/2014,,
DP,Dividend,15.87,19/11/2014,,
DP,Dividend,15.93,20/11/2014,,
DP,Dividend,16.09,21/11/2014,,
DP,Dividend,16.19,24/11/2014,,
DP,Dividend,16.03,25/11/2014,,
DP,Dividend,16.05,26/11/2014,,
DP,Dividend,16.09,27/11/2014,,
DP,Dividend,16.35,28/11/2014,,
DP,Dividend,16.32,01/12/2014,,
DP,Dividend,16.3,02/12/2014,,
DP,Dividend,16.38,03/12/2014,,
DP,Dividend,16.42,04/12/2014,,
DP,Dividend,16.34,05/12/2014,,
DP,Dividend,16.1,08/12/2014,,
DP,Dividend,15.87,09/12/2014,,
DP,Dividend,15.98,10/12/2014,,
DP,Dividend,15.88,11/12/2014,,
DP,Dividend,15.78,12/12/2014,,
DP,Dividend,15.77,15/12/2014,,
DP,Dividend,15.48,16/12/2014,,
DP,Dividend,15.44,17/12/2014,,
DP,Dividend,15.77,18/12/2014,,
DP,Dividend,15.81,19/12/2014,,
DP,Dividend,15.92,22/12/2014,,
DP,Dividend,15.89,23/12/2014,,
DP,Dividend,15.8,24/12/2014,,
DP,Dividend,15.83,26/12/2014,,
DP,Dividend,15.92,29/12/2014,,
DP,Dividend,15.94,30/12/2014,,
DP,Dividend,16.03,31/12/2014,,
DP,Dividend,16.04,01/01/2015,,
DP,Dividend,16.23,02/01/2015,,
DP,Dividend,16.23,05/01/2015,,
DP,Dividend,15.82,06/01/2015,,
DP,Dividend,15.8,07/01/2015,,
DP,Dividend,16.03,08/01/2015,,
DP,Dividend,16.1,09/01/2015,,
DP,Dividend,16.17,12/01/2015,,
DP,Dividend,16.13,13/01/2015,,
DP,Dividend,16.06,14/01/2015,,
DP,Dividend,16.34,15/01/2015,,
DP,Dividend,16.35,16/01/2015,,
DP,Dividend,16.44,19/01/2015,,
DP,Dividend,16.59,20/01/2015,,
DP,Dividend,16.66,21/01/2015,,
DP,Dividend,16.73,22/01/2015,,
DP,Dividend,16.83,23/01/2015,,
DP,Dividend,16.99,27/01/2015,,
DP,Dividend,16.95,28/01/2015,,
DP,Dividend,16.95,29/01/2015,,
DP,Dividend,16.66,30/01/2015,,
DP,Dividend,16.62,02/02/2015,,
DP,Dividend,16.55,03/02/2015,,
DP,Dividend,16.49,04/02/2015,,
DP,Dividend,16.45,05/02/2015,,
DP,Dividend,16.32,06/02/2015,,
DP,Dividend,16.08,09/02/2015,,
DP,Dividend,16.15,10/02/2015,,
DP,Dividend,16.26,11/02/2015,,
DP,Dividend,16.42,12/02/2015,,
DP,Dividend,16.57,13/02/2015,,
DP,Dividend,16.52,16/02/2015,,
DP,Dividend,16.64,18/02/2015,,
DP,Dividend,16.72,19/02/2015,,
DP,Dividend,16.63,20/02/2015,,
DP,Dividend,16.53,23/02/2015,,
DP,Dividend,16.53,24/02/2015,,
DP,Dividend,16.49,25/02/2015,,
DP,Dividend,16.29,26/02/2015,,
DP,Dividend,16.58,27/02/2015,,
DP,Dividend,16.85,02/03/2015,,
DP,Dividend,16.96,03/03/2015,,
DP,Dividend,16.84,04/03/2015,,
DP,Dividend,16.86,05/03/2015,,
DP,Dividend,15.53,09/03/2015,,
DP,Dividend,15.49,10/03/2015,,
DP,Dividend,15.45,11/03/2015,,
DP,Dividend,15.58,12/03/2015,,
DP,Dividend,15.36,13/03/2015,,
DP,Dividend,15.32,16/03/2015,,
DP,Dividend,15.44,17/03/2015,,
DP,Dividend,15.41,18/03/2015,,
DP,Dividend,15.37,19/03/2015,,
DP,Dividend,15.27,20/03/2015,,
DP,Dividend,15.21,23/03/2015,,
DP,Dividend,15.18,24/03/2015,,
DP,Dividend,15.15,25/03/2015,,
DP,Dividend,14.88,26/03/2015,,
DP,Dividend,14.94,27/03/2015,,
DP,Dividend,15.2,30/03/2015,,
DP,Dividend,15.21,31/03/2015,,
DP,Dividend,15.36,01/04/2015,,
DP,Dividend,15.46,06/04/2015,,
DP,Dividend,15.48,07/04/2015,,
DP,Dividend,15.58,08/04/2015,,
DP,Dividend,15.64,09/04/2015,,
DP,Dividend,15.64,10/04/2015,,
DP,Dividend,15.74,13/04/2015,,
DP,Dividend,15.62,15/04/2015,,
DP,Dividend,15.55,16/04/2015,,
DP,Dividend,15.31,17/04/2015,,
DP,Dividend,15.04,20/04/2015,,
DP,Dividend,14.92,21/04/2015,,
DP,Dividend,14.97,22/04/2015,,
DP,Dividend,14.92,23/04/2015,,
DP,Dividend,14.71,24/04/2015,,
DP,Dividend,14.53,27/04/2015,,
DP,Dividend,14.71,28/04/2015,,
DP,Dividend,14.69,29/04/2015,,
DP,Dividend,14.61,30/04/2015,,
DP,Dividend,14.8,04/05/2015,,
DP,Dividend,14.8,05/05/2015,,
DP,Dividend,14.42,06/05/2015,,
DP,Dividend,14.29,07/05/2015,,
DP,Dividend,14.53,08/05/2015,,
DP,Dividend,14.76,11/05/2015,,
DP,Dividend,14.49,12/05/2015,,
DP,Dividend,14.66,13/05/2015,,
DP,Dividend,14.66,14/05/2015,,
DP,Dividend,14.73,15/05/2015,,
DP,Dividend,14.89,18/05/2015,,
DP,Dividend,14.91,19/05/2015,,
DP,Dividend,15,20/05/2015,,
DP,Dividend,14.98,21/05/2015,,
DP,Dividend,15.07,22/05/2015,,
DP,Dividend,14.97,25/05/2015,,
DP,Dividend,14.95,26/05/2015,,
DP,Dividend,14.91,27/05/2015,,
DP,Dividend,14.87,28/05/2015,,
DP,Dividend,15.09,29/05/2015,,
DP,Dividend,15.02,01/06/2015,,
DP,Dividend,14.76,02/06/2015,,
DP,Dividend,14.62,03/06/2015,,
DP,Dividend,14.62,04/06/2015,,
DP,Dividend,14.63,05/06/2015,,
DP,Dividend,14.49,08/06/2015,,
DP,Dividend,14.45,09/06/2015,,
DP,Dividend,14.63,10/06/2015,,
DP,Dividend,14.4,11/06/2015,,
DP,Dividend,14.42,12/06/2015,,
DP,Dividend,14.5,15/06/2015,,
DP,Dividend,14.54,16/06/2015,,
